	X	PlayerID	Player.Name	Season	PT2M_0	PT2M_1	PT2M_2	PT2M_3	PT2M_4	PT2M_5	PT2M_6	PT2M_7	PT2M_8	PT2M_9	PT2M_10	PT2M_11	PT2M_12	PT2M_13	PT2M_14	PT2M_15	PT2M_16	PT2M_17	PT2M_18	PT2M_19	PT2M_20	PT2M_21	PT2M_22	PT2M_23	PT2M_24	PT2A_0	PT2A_1	PT2A_2	PT2A_3	PT2A_4	PT2A_5	PT2A_6	PT2A_7	PT2A_8	PT2A_9	PT2A_10	PT2A_11	PT2A_12	PT2A_13	PT2A_14	PT2A_15	PT2A_16	PT2A_17	PT2A_18	PT2A_19	PT2A_20	PT2A_21	PT2A_22	PT2A_23	PT2A_24	PT3M_22	PT3M_23	PT3M_24	PT3M_25	PT3M_26	PT3M_27	PT3M_28	PT3M_29	PT3M_30	PT3M_31	PT3M_32	PT3M_33	PT3M_34	PT3M_35	PT3M_36	PT3M_37	PT3M_38	PT3A_22	PT3A_23	PT3A_24	PT3A_25	PT3A_26	PT3A_27	PT3A_28	PT3A_29	PT3A_30	PT3A_31	PT3A_32	PT3A_33	PT3A_34	PT3A_35	PT3A_36	PT3A_37	PT3A_38
72	A	2400	Drew Gooden	2013-14	1	3	12	6	7	0	0	2	2	2	1	0	1	0	1	1	0	0	5	6	6	3	6	0	0	1	6	15	10	9	0	4	4	3	3	3	4	1	0	1	3	2	1	9	8	16	5	10	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0
73	A	2400	Drew Gooden	2014-15	0	3	2	4	4	0	1	0	1	0	0	0	0	0	0	1	1	1	3	1	3	6	7	0	0	0	5	6	6	7	2	3	0	3	2	2	0	1	0	1	2	3	2	5	1	10	11	15	1	0	1	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	12	5	0	0	0	0	0	0	0	0	0	0	0	0
74	A	2403	Nene	2013-14	1	14	28	30	44	31	26	7	6	2	1	0	3	5	6	13	10	15	22	19	14	0	1	0	0	1	18	37	47	79	53	53	18	15	5	7	5	9	12	18	23	31	32	48	43	27	4	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
75	A	2403	Nene	2014-15	5	7	25	34	36	19	13	9	5	2	2	4	2	4	3	4	7	13	15	9	7	3	1	0	1	7	12	33	48	53	35	26	21	8	4	6	6	4	6	13	13	23	29	41	24	13	4	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
76	A	2405	Amar'e Stoudemire	2013-14	4	15	35	43	55	28	32	8	3	1	1	2	0	2	5	2	7	7	11	25	22	2	0	0	0	5	25	52	60	84	49	54	24	9	5	2	3	4	3	8	3	12	16	33	50	47	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	A	2405	Amar'e Stoudemire	2014-15	1	11	30	41	23	18	14	8	5	2	1	1	1	1	2	0	3	2	4	3	3	0	0	0	0	4	21	49	51	37	30	28	13	15	6	1	3	2	3	6	6	6	5	8	13	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
78	A	2406	Caron Butler	2013-14	0	1	7	3	0	3	2	2	0	0	5	2	2	1	5	4	9	4	12	7	15	18	7	1	2	1	6	8	4	2	5	5	5	2	3	9	4	8	4	12	7	13	19	30	25	37	39	20	9	4	20	16	46	12	1	0	0	1	0	0	0	0	0	0	0	0	0	49	34	117	25	7	3	1	2	0	1	1	0	0	0	0	0	0
79	A	2406	Caron Butler	2014-15	1	3	2	1	2	1	2	2	1	0	1	0	0	3	1	2	5	3	7	5	3	6	6	1	2	1	6	3	6	3	2	5	2	3	0	2	3	0	4	4	5	8	8	13	9	8	10	16	4	3	14	8	18	8	0	0	0	0	0	0	0	0	0	0	0	0	0	25	17	67	23	6	2	3	1	0	1	0	0	0	0	0	0	0
80	A	2408	Melvin Ely	2013-14	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	A	2419	Tayshaun Prince	2013-14	1	8	16	14	12	11	10	13	6	3	4	1	7	1	4	2	4	2	12	7	14	16	8	3	1	1	10	20	16	15	17	27	20	20	9	17	10	14	8	12	10	12	11	29	21	45	37	31	8	2	8	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	30	11	4	1	0	0	0	0	0	0	0	0	0	0	0	0
82	A	2419	Tayshaun Prince	2014-15	0	1	5	4	4	8	4	6	3	1	4	3	1	3	3	5	2	4	4	1	5	11	4	2	0	0	3	7	6	6	12	12	14	11	3	9	4	9	4	9	5	7	8	8	9	19	25	8	3	0	9	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	14	6	3	1	1	0	0	0	0	0	0	0	0	0	0	0
83	A	2422	John Salmons	2013-14	2	4	3	7	6	5	0	0	1	0	1	2	3	4	3	3	6	4	9	6	9	5	3	1	0	5	9	8	15	12	11	4	0	6	6	12	7	6	8	9	9	19	12	18	28	21	11	7	2	2	24	8	25	1	0	1	0	0	0	0	0	0	0	0	0	0	0	48	24	72	5	1	1	0	1	0	0	1	0	1	0	0	0	0
84	A	2422	John Salmons	2014-15	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	1	1	2	2	4	3	1	2	0	0	0	2	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	8	3	12	2	0	1	0	0	0	0	0	0	0	0	0	0	0
85	A	2427	Roger Mason Jr.	2013-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	2	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	2	2	1	6	1	1	8	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	9	10	2	0	0	0	0	0	0	0	0	0	0	0	0
86	A	2430	Carlos Boozer	2013-14	3	10	43	41	58	42	25	11	5	8	4	8	6	11	19	17	29	39	50	10	2	0	0	0	0	7	22	66	66	99	76	59	30	19	18	9	23	21	31	48	50	79	98	99	33	9	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	A	2430	Carlos Boozer	2014-15	0	10	28	33	40	29	21	4	5	3	9	8	8	9	10	8	22	25	20	1	2	0	0	0	0	0	14	36	49	63	49	45	16	13	7	14	12	16	18	24	23	57	56	45	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	A	2440	Matt Barnes	2013-14	0	9	9	23	30	20	15	6	5	2	3	0	1	0	0	0	1	0	4	1	1	1	1	1	1	0	11	17	31	43	33	26	13	14	6	6	0	2	0	0	0	3	0	5	2	9	5	7	6	3	3	28	27	26	9	3	1	0	0	0	0	0	0	0	0	0	0	14	72	74	72	36	9	2	0	1	0	1	0	0	0	0	0	0
89	A	2440	Matt Barnes	2014-15	0	6	13	23	22	13	14	3	3	0	0	0	1	1	0	0	1	0	2	1	0	1	1	0	1	0	7	15	31	39	20	24	11	9	4	4	1	2	1	0	0	1	1	3	2	0	4	2	0	2	5	36	17	24	2	2	1	0	0	0	0	0	0	0	0	0	0	18	83	51	59	17	4	3	1	0	0	0	0	0	0	0	0	0
90	A	2446	Rasual Butler	2013-14	0	0	2	4	4	0	0	1	1	0	1	0	1	3	0	0	2	0	1	2	1	1	1	0	0	0	1	2	5	6	1	0	1	2	0	1	0	1	5	0	1	3	3	4	5	4	2	1	0	0	2	5	13	4	1	0	0	0	0	0	0	0	0	0	0	0	0	12	17	21	6	2	0	1	0	0	0	1	0	0	0	0	0	0
91	A	2446	Rasual Butler	2014-15	0	4	9	4	10	5	4	4	3	2	0	1	1	2	1	6	4	6	10	5	4	6	4	1	0	1	5	11	8	13	10	5	7	4	9	5	4	3	6	5	9	15	10	26	13	13	11	8	1	1	22	17	26	6	1	0	0	0	0	0	0	0	0	0	0	0	0	40	40	61	22	7	3	0	0	0	0	0	0	1	0	0	0	0
92	A	2449	Luis Scola	2013-14	0	4	21	18	20	14	21	7	5	2	2	1	1	2	2	4	5	14	28	30	45	7	3	0	0	1	9	31	32	35	30	31	17	15	16	10	5	4	5	7	10	18	24	48	73	91	25	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	A	2449	Luis Scola	2014-15	1	10	20	27	23	9	11	6	6	1	6	0	3	3	2	3	3	2	19	16	16	7	1	0	0	3	14	32	39	43	25	21	22	18	3	11	1	4	5	5	6	10	7	34	49	44	14	3	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0
94	A	2457	Jannero Pargo	2013-14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	3	2	7	3	3	3	1	0	0	0	0	1	1	1	0	1	0	0	1	2	0	0	0	2	2	4	6	13	10	5	6	2	0	0	3	3	9	6	2	0	1	0	0	0	0	0	0	0	0	0	0	6	5	21	16	5	0	2	2	0	2	0	0	0	0	0	0	0
95	A	2457	Jannero Pargo	2014-15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	2	1	1	0	0	0	1	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	7	1	0	1	0	1	0	0	0	0	0	0	0	0
96	A	2501	Reggie Evans	2013-14	3	14	7	17	12	9	5	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	21	14	34	32	16	9	1	7	2	2	0	1	0	0	0	1	1	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	A	2501	Reggie Evans	2014-15	1	2	13	12	6	5	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	19	28	19	11	5	3	0	2	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
98	A	2544	LeBron James	2013-14	11	44	102	83	82	63	65	28	18	8	18	5	6	2	11	10	8	8	18	8	9	13	13	6	9	14	61	126	102	117	84	84	44	32	13	32	13	17	11	25	22	24	19	32	29	34	35	36	16	18	0	16	19	47	21	7	1	1	1	1	0	0	0	0	0	0	0	4	26	43	122	58	26	5	3	4	2	1	2	0	0	0	2	1
99	A	2544	LeBron James	2014-15	4	10	36	41	49	31	30	20	14	9	7	4	5	5	8	6	9	7	11	8	9	4	15	4	2	5	13	49	57	68	48	56	38	31	18	21	10	16	10	12	15	19	13	20	24	31	21	31	10	10	1	4	12	29	17	4	4	1	1	0	0	0	0	0	0	0	0	2	14	32	76	43	17	14	7	6	0	1	1	1	0	0	1	0
100	A	2546	Carmelo Anthony	2013-14	4	21	45	35	46	31	11	4	8	7	12	16	18	22	27	22	40	32	56	42	32	15	17	5	4	7	40	84	62	72	56	32	15	21	17	30	26	40	45	65	51	94	73	104	101	80	37	37	14	18	3	9	68	60	14	6	2	2	0	0	0	0	0	0	1	0	0	10	19	143	137	47	20	12	6	1	2	0	0	1	1	2	1	0
101	A	2546	Carmelo Anthony	2014-15	4	11	21	26	22	14	12	5	2	6	5	7	9	9	11	12	20	14	23	16	17	12	6	2	3	5	19	37	46	43	28	23	10	5	10	15	17	21	19	25	22	51	36	54	35	39	28	15	8	5	3	3	25	16	8	3	0	0	0	1	0	0	0	0	0	0	0	7	5	73	50	24	6	3	0	1	2	0	1	0	0	1	0	0
102	A	2547	Chris Bosh	2013-14	2	20	51	36	51	33	24	9	3	6	4	3	6	5	10	8	13	22	25	24	25	23	13	0	1	3	32	63	49	76	55	39	18	14	11	8	6	15	12	18	15	27	34	51	48	59	50	22	5	4	2	14	37	19	0	2	0	0	0	0	0	0	0	0	0	0	0	9	33	106	56	2	4	1	0	2	0	0	0	0	0	0	0	0
103	A	2547	Chris Bosh	2014-15	0	7	13	11	18	10	12	10	8	6	16	8	15	14	10	18	11	18	20	17	26	8	3	0	1	1	10	19	17	33	23	32	21	18	13	28	13	24	36	32	31	23	33	39	42	56	20	7	2	4	3	4	47	7	2	0	0	0	0	0	0	0	0	0	0	0	0	7	13	115	23	5	3	0	0	2	0	0	0	0	0	0	0	0
104	A	2548	Dwyane Wade	2013-14	4	24	49	41	43	33	28	19	20	11	8	7	8	8	7	9	8	6	22	17	14	8	10	1	0	5	37	69	61	55	50	58	31	37	23	13	13	16	15	13	22	21	15	42	47	36	22	25	1	1	4	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	15	7	1	0	0	0	0	0	0	0	0	0	0	0	0
105	A	2548	Dwyane Wade	2014-15	3	11	13	21	25	24	20	10	15	16	2	12	10	11	10	9	12	13	8	9	17	9	4	0	0	4	14	22	29	38	36	34	19	31	26	13	24	21	23	26	22	30	24	21	26	42	21	14	4	1	0	2	4	3	3	0	1	0	0	0	1	0	0	0	0	0	0	3	5	21	14	4	0	1	0	0	0	1	0	0	0	0	0	0
106	A	2549	Chris Kaman	2013-14	2	7	23	22	14	11	14	5	2	1	6	3	5	7	9	17	12	9	2	3	1	0	0	0	0	2	9	28	30	28	29	26	13	7	5	12	8	14	11	16	26	29	21	14	5	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
107	A	2549	Chris Kaman	2014-15	2	17	32	25	22	7	6	8	4	3	4	2	2	6	11	8	12	10	12	2	1	0	0	0	0	3	27	52	42	42	18	24	23	12	4	9	4	10	9	18	16	31	26	28	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	A	2550	Kirk Hinrich	2013-14	1	3	1	11	12	4	10	7	3	6	4	1	1	1	2	3	2	3	9	12	21	16	14	3	4	1	4	4	18	17	15	26	14	15	16	12	5	5	3	5	5	6	9	25	25	52	36	36	8	6	23	12	38	6	1	3	0	0	0	0	0	1	0	0	0	0	0	48	28	124	17	8	6	0	0	0	1	1	1	0	0	0	0	0
109	A	2550	Kirk Hinrich	2014-15	1	1	1	2	5	5	4	4	5	1	1	1	0	0	1	0	1	2	4	6	5	6	4	1	1	1	2	3	3	8	8	8	8	12	7	3	2	1	2	1	1	3	7	9	11	17	21	12	6	1	16	5	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	16	63	6	3	2	0	0	0	0	0	0	0	0	0	0	0
110	A	2555	Nick Collison	2013-14	0	18	36	16	13	7	7	1	2	1	6	1	0	0	0	0	1	1	2	3	9	4	1	0	0	3	27	51	27	19	13	12	1	5	2	8	2	0	0	1	0	1	1	5	8	17	14	6	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	A	2555	Nick Collison	2014-15	2	7	11	7	7	4	6	1	2	1	0	1	0	0	0	1	1	0	3	2	1	4	0	0	0	4	13	17	9	12	9	8	2	5	3	5	1	0	1	1	1	4	1	7	6	7	10	3	0	0	0	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	22	9	15	1	0	0	0	0	0	0	0	0	0	0	0	0
112	A	2557	Luke Ridnour	2013-14	0	1	2	0	4	4	2	2	3	3	5	2	0	2	1	2	1	4	5	11	16	8	3	4	2	0	2	3	2	7	7	9	6	7	6	13	3	4	3	4	7	9	12	13	22	32	16	12	11	2	7	9	7	8	3	3	0	0	0	0	0	0	0	0	0	0	0	20	21	22	21	11	5	4	1	0	0	0	0	0	0	0	0	0
113	A	2557	Luke Ridnour	2014-15	0	0	0	3	1	3	0	1	2	0	0	0	0	0	0	1	1	2	8	7	4	5	1	1	1	0	0	1	5	2	5	3	4	3	3	0	2	0	0	0	2	2	6	14	11	6	7	2	1	2	2	2	1	3	3	0	0	0	0	0	0	0	0	0	1	0	0	4	5	5	10	7	0	1	1	0	0	1	0	0	0	1	0	0
114	A	2561	David West	2013-14	4	23	34	21	32	18	30	31	23	9	13	6	18	7	13	6	12	17	31	35	51	12	3	0	0	4	37	50	30	60	38	57	55	68	30	34	27	36	17	34	20	27	44	47	63	93	29	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0
115	A	2561	David West	2014-15	0	3	20	13	7	8	9	8	11	5	7	5	3	1	2	1	11	8	30	18	30	17	4	0	0	0	6	30	16	18	11	19	19	22	14	15	12	10	6	11	8	17	19	51	38	63	33	13	2	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	5	2	0	0	0	0	1	0	0	0	0	0	0	0
116	A	2563	Dahntay Jones	2014-15	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	A	2564	Boris Diaw	2013-14	8	22	25	28	37	24	19	19	15	2	6	6	7	1	1	2	3	4	6	3	6	6	6	0	1	9	33	43	37	48	43	46	33	24	7	13	12	10	8	2	2	12	7	12	13	23	17	7	0	6	0	6	13	24	2	0	0	0	0	0	0	0	0	0	0	0	0	2	17	27	59	5	0	0	0	0	0	0	0	0	0	0	0	0
118	A	2564	Boris Diaw	2014-15	3	18	20	11	12	8	16	11	6	8	2	5	4	3	0	0	1	0	0	3	1	4	3	0	1	3	27	33	24	22	25	30	16	13	15	4	8	9	7	2	0	2	1	4	6	5	10	10	1	1	0	1	9	27	2	0	0	0	0	0	0	0	0	0	0	0	0	2	8	28	75	5	0	0	0	0	0	0	0	0	0	0	0	0
119	A	2566	Travis Outlaw	2013-14	0	4	3	8	5	1	4	1	4	5	0	1	4	3	5	4	3	4	4	5	7	3	8	2	1	0	4	5	14	7	9	9	4	5	8	5	3	11	10	11	7	10	9	14	11	16	13	14	4	3	5	4	9	17	4	1	0	0	1	0	0	0	0	0	0	0	0	13	14	22	45	15	2	1	0	1	0	1	0	0	0	0	0	0
120	A	2570	Kendrick Perkins	2013-14	0	5	14	11	10	6	4	6	12	3	4	1	2	1	2	1	4	1	0	0	0	0	0	0	0	4	8	25	23	20	19	19	13	18	8	6	2	5	1	2	1	6	5	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
121	A	2570	Kendrick Perkins	2014-15	2	15	12	9	8	5	6	10	2	4	5	2	0	2	0	0	0	0	0	0	0	0	0	0	0	3	22	19	20	22	12	12	23	16	9	10	6	3	2	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	A	2571	Leandro Barbosa	2013-14	0	1	8	7	7	5	6	1	6	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	3	9	10	16	12	10	5	7	4	2	1	3	1	1	0	2	3	3	3	1	2	3	1	3	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	10	2	0	0	1	0	0	0	0	1	0	0	0	0
123	A	2571	Leandro Barbosa	2014-15	1	3	12	15	13	8	11	7	4	2	1	2	1	1	0	3	2	0	2	3	2	0	0	0	1	1	3	15	20	23	12	23	16	9	2	6	5	5	4	2	4	3	0	4	5	7	2	0	1	3	1	3	9	10	2	0	0	0	0	0	0	0	0	0	0	0	0	3	8	24	24	5	0	0	0	0	0	0	1	0	0	0	1	0
124	A	2581	Steve Blake	2013-14	2	3	0	0	6	4	0	1	2	0	0	0	0	0	2	2	2	3	8	6	1	1	6	2	3	2	3	0	3	8	5	1	5	3	2	4	2	2	2	7	6	7	6	15	15	12	6	12	7	8	9	13	25	22	5	4	0	1	0	0	0	0	0	0	0	0	0	23	31	56	57	20	12	2	2	2	0	0	0	0	1	0	0	0
125	A	2581	Steve Blake	2014-15	1	1	1	1	0	2	5	2	0	0	0	0	0	0	0	2	3	2	2	0	3	1	2	1	5	4	3	1	2	0	3	6	4	2	1	2	3	0	0	0	3	9	3	6	2	4	3	8	5	8	7	14	10	14	4	1	1	0	0	0	0	0	0	0	0	0	0	17	29	36	40	13	4	2	0	1	1	0	1	1	0	0	0	0
126	A	2584	Willie Green	2013-14	0	4	0	5	10	4	3	2	1	1	3	3	1	1	1	0	0	1	4	4	4	5	2	0	2	0	6	4	6	11	7	7	8	5	4	6	6	1	4	1	3	0	3	10	11	12	21	7	2	4	6	16	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	19	37	33	21	4	1	0	0	0	0	1	0	0	0	0	0	0
127	A	2584	Willie Green	2014-15	1	1	3	4	9	3	1	5	1	3	0	1	0	1	2	0	0	1	2	4	3	4	5	2	0	1	1	5	4	13	8	11	8	9	6	3	1	1	1	4	1	2	4	3	10	10	8	8	5	2	1	7	9	4	2	0	0	0	0	0	0	0	0	0	0	0	0	8	16	28	10	3	2	1	0	0	0	0	0	1	0	0	0	0
128	A	2585	Zaza Pachulia	2013-14	6	18	33	14	11	7	4	4	3	3	1	1	1	1	4	6	13	10	5	0	1	0	0	0	0	7	33	59	33	24	22	18	10	12	8	4	3	10	3	10	20	27	23	14	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	A	2585	Zaza Pachulia	2014-15	2	3	18	21	17	4	2	1	3	3	1	2	2	3	3	7	10	21	13	1	1	0	0	0	0	3	9	32	33	35	13	10	5	15	8	2	2	5	9	13	14	26	37	30	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	A	2586	Keith Bogans	2013-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	A	2588	Matt Bonner	2013-14	0	0	1	1	0	4	2	5	3	2	1	2	1	0	0	0	0	0	2	0	2	0	3	1	0	0	0	1	1	0	7	4	8	6	6	9	4	3	1	0	1	1	1	3	1	2	0	4	1	1	2	8	6	14	8	3	1	0	0	0	0	0	0	0	0	0	0	5	13	10	33	29	6	2	0	0	0	0	0	0	0	0	0	0
132	A	2588	Matt Bonner	2014-15	0	0	1	1	1	5	3	1	7	4	8	1	2	1	2	0	0	0	0	0	0	0	1	1	1	0	0	1	2	3	8	6	4	19	10	11	1	2	2	3	2	0	1	1	2	1	1	2	3	5	2	3	10	16	6	0	0	0	0	0	0	0	0	0	0	0	0	8	8	23	42	24	1	1	0	0	0	0	0	0	0	0	0	0
133	A	2590	Mo Williams	2013-14	1	6	4	6	11	3	6	7	11	6	8	5	5	6	8	8	7	12	22	12	21	10	4	1	4	2	9	9	13	17	8	14	13	20	19	19	16	15	13	22	14	22	30	46	30	37	26	11	6	11	6	10	22	23	15	3	3	0	0	0	0	0	0	0	0	0	0	20	30	54	55	31	11	6	4	2	0	2	0	0	1	0	1	0
134	A	2590	Mo Williams	2014-15	0	1	3	3	5	5	0	4	5	3	2	2	5	3	6	5	7	6	17	15	16	3	7	0	5	0	3	5	8	6	8	4	8	10	5	9	4	10	6	10	12	12	13	36	41	31	15	18	3	8	3	6	24	17	11	3	3	0	0	0	0	0	0	0	0	0	0	4	13	53	54	32	13	12	3	0	1	2	0	0	1	0	0	0
135	A	2592	James Jones	2013-14	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	2	1	2	2	1	0	0	0	0	6	8	8	3	1	0	1	0	0	0	0	0	0	0	0	0	0	9	15	16	8	3	1	1	0	0	0	0	0	0	0	0	0	0
136	A	2592	James Jones	2014-15	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	2	0	0	1	1	0	1	0	1	0	1	4	6	7	7	6	1	0	0	0	0	0	0	0	0	0	0	0	6	24	18	25	12	4	2	0	0	0	0	0	0	0	0	0	0
137	A	2594	Kyle Korver	2013-14	1	1	3	2	0	2	1	2	3	2	1	2	4	4	7	5	10	9	18	10	6	2	7	1	0	1	3	5	2	1	2	3	4	3	2	5	4	9	11	16	12	16	17	35	21	18	7	10	4	2	39	28	58	25	15	7	3	2	1	0	0	0	0	0	0	0	0	66	61	116	56	36	14	10	8	2	0	0	0	1	0	0	0	0
138	A	2594	Kyle Korver	2014-15	0	0	2	5	2	2	0	0	1	2	1	0	2	0	1	3	3	3	6	4	3	2	5	5	4	1	0	3	5	3	4	1	1	2	5	2	2	5	1	4	5	7	9	14	11	7	8	5	6	7	16	34	58	20	16	11	6	2	0	0	0	0	0	0	0	0	0	32	60	108	56	30	19	13	4	0	1	0	0	0	0	0	0	0
139	A	2617	Udonis Haslem	2013-14	2	12	15	12	5	0	0	0	1	1	0	1	0	0	1	1	3	5	10	3	1	0	0	0	0	3	16	23	18	13	1	0	1	1	1	2	1	0	0	2	2	6	17	28	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	A	2617	Udonis Haslem	2014-15	3	2	14	6	9	0	2	1	1	0	0	0	0	0	0	0	2	5	7	0	0	0	0	0	0	5	7	31	9	12	1	3	2	1	1	0	0	1	0	1	4	10	11	18	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	A	2694	Josh Powell	2013-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	A	2730	Dwight Howard	2013-14	9	55	121	72	68	44	46	23	22	2	0	2	1	1	1	1	0	0	0	0	0	0	2	0	0	12	68	157	111	105	85	98	68	48	18	3	2	2	3	1	5	1	1	0	0	0	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
