	X	PlayerID	Player.Name	Season	PT2M_0	PT2M_1	PT2M_2	PT2M_3	PT2M_4	PT2M_5	PT2M_6	PT2M_7	PT2M_8	PT2M_9	PT2M_10	PT2M_11	PT2M_12	PT2M_13	PT2M_14	PT2M_15	PT2M_16	PT2M_17	PT2M_18	PT2M_19	PT2M_20	PT2M_21	PT2M_22	PT2M_23	PT2M_24	PT2A_0	PT2A_1	PT2A_2	PT2A_3	PT2A_4	PT2A_5	PT2A_6	PT2A_7	PT2A_8	PT2A_9	PT2A_10	PT2A_11	PT2A_12	PT2A_13	PT2A_14	PT2A_15	PT2A_16	PT2A_17	PT2A_18	PT2A_19	PT2A_20	PT2A_21	PT2A_22	PT2A_23	PT2A_24	PT3M_22	PT3M_23	PT3M_24	PT3M_25	PT3M_26	PT3M_27	PT3M_28	PT3M_29	PT3M_30	PT3M_31	PT3M_32	PT3M_33	PT3M_34	PT3M_35	PT3M_36	PT3M_37	PT3M_38	PT3A_22	PT3A_23	PT3A_24	PT3A_25	PT3A_26	PT3A_27	PT3A_28	PT3A_29	PT3A_30	PT3A_31	PT3A_32	PT3A_33	PT3A_34	PT3A_35	PT3A_36	PT3A_37	PT3A_38
222	A	101145	Monta Ellis	2014-15	2	7	32	27	43	17	29	22	17	10	13	5	3	1	5	9	15	17	30	24	20	17	4	6	0	3	14	44	41	71	41	51	46	33	22	23	18	4	5	8	24	31	34	74	58	57	42	20	9	1	9	9	18	18	13	1	0	0	0	0	0	0	0	0	0	0	0	25	26	60	64	26	4	3	2	2	0	0	0	0	0	0	0	0
223	A	101150	Lou Williams	2013-14	0	2	3	9	14	8	5	7	10	9	8	0	3	2	2	2	1	3	6	3	6	6	4	1	1	1	2	5	15	23	16	12	10	14	17	24	6	8	9	6	4	4	8	13	8	19	11	11	5	3	9	13	5	27	13	8	2	0	0	0	0	0	0	0	0	0	0	17	38	25	77	42	14	2	4	2	1	0	0	0	0	0	0	0
224	A	101150	Lou Williams	2014-15	0	3	6	7	14	10	6	4	6	5	6	7	6	4	5	6	5	3	11	10	6	6	6	0	3	0	4	8	13	23	17	16	11	14	15	18	17	15	11	6	10	12	15	21	19	18	14	9	2	7	6	21	12	25	25	9	3	0	1	0	0	0	0	0	0	0	0	14	36	29	80	77	34	15	4	7	1	3	0	0	0	0	0	0
225	A	101154	Andray Blatche	2013-14	5	20	40	34	42	22	17	9	9	2	5	4	3	7	4	2	3	6	8	16	13	15	7	1	1	8	29	61	53	72	38	32	24	18	9	13	13	9	9	11	9	15	15	27	32	45	41	14	1	1	2	4	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	9	20	2	1	0	0	0	2	0	0	0	1	0	0	1
226	A	101155	Ryan Gomes	2013-14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	A	101161	Amir Johnson	2013-14	2	23	50	47	46	32	27	19	14	7	6	3	1	0	3	4	2	3	4	1	5	8	10	1	0	6	33	72	69	72	50	47	34	26	19	13	9	2	2	5	5	2	8	7	6	12	21	17	2	0	3	0	14	1	0	1	0	0	0	0	0	0	0	0	0	0	0	5	12	39	6	1	1	0	0	0	0	0	0	0	0	0	0	0
228	A	101161	Amir Johnson	2014-15	1	19	34	44	30	18	13	15	9	5	5	0	1	1	0	1	2	1	1	1	3	0	1	0	0	2	31	47	62	54	26	31	23	20	9	11	1	1	1	0	2	3	1	3	4	5	3	2	0	0	1	2	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	17	5	0	0	0	0	0	0	0	1	0	0	0	0	0
229	A	101162	Marcin Gortat	2013-14	8	26	50	40	53	38	50	32	26	8	15	11	13	10	21	8	15	13	5	3	1	0	0	0	0	11	33	63	61	76	59	82	63	61	33	43	25	22	23	41	27	34	38	17	5	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
230	A	101162	Marcin Gortat	2014-15	5	17	51	31	44	21	15	12	17	8	11	8	9	6	7	6	5	6	3	0	0	0	0	0	0	5	19	65	47	55	35	34	31	38	32	29	19	18	12	25	12	15	13	6	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
231	A	101179	Ronnie Price	2013-14	0	0	1	2	2	0	2	1	1	1	0	1	0	0	0	1	1	1	0	0	1	2	2	0	0	0	0	5	3	2	3	5	2	1	1	1	2	0	0	1	1	1	5	2	2	5	3	3	1	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	15	12	4	1	0	0	0	0	1	0	0	1	0	0	1
232	A	101179	Ronnie Price	2014-15	0	1	4	4	7	7	3	0	4	0	0	1	2	2	0	1	0	2	3	0	3	1	1	0	0	0	3	7	9	11	9	9	8	5	2	1	2	3	2	1	1	4	4	8	4	7	7	4	2	1	7	0	13	4	5	1	0	0	0	0	0	0	0	0	0	0	0	12	6	36	30	13	2	2	1	1	0	0	0	0	0	0	0	0
233	A	101181	Jose Calderon	2013-14	0	0	14	11	13	3	3	1	1	1	1	1	0	1	3	5	9	2	9	13	19	22	14	2	1	1	1	21	18	17	6	7	4	2	3	2	2	3	1	6	10	22	14	19	28	45	43	36	3	4	10	26	33	69	40	7	1	0	0	0	0	1	0	0	0	0	0	19	51	77	160	90	15	4	0	0	0	0	2	0	0	1	1	0
234	A	101181	Jose Calderon	2014-15	0	1	7	8	5	1	0	0	0	0	0	2	1	0	3	1	5	4	9	13	14	4	7	1	1	0	2	10	10	8	4	3	0	1	0	1	4	2	2	5	7	10	9	16	34	30	17	17	8	3	2	8	14	21	7	0	0	0	0	0	0	0	1	0	0	0	0	7	11	28	54	24	5	0	1	0	0	0	0	1	0	0	0	0
235	A	101183	Shavlik Randolph	2013-14	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	A	101183	Shavlik Randolph	2014-15	0	0	2	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	6	4	1	1	4	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
237	A	101187	Alan Anderson	2013-14	3	9	16	10	10	8	4	4	1	6	2	1	1	3	4	3	7	3	1	3	6	1	0	2	1	5	10	28	13	16	18	12	6	9	14	7	2	7	7	9	6	13	7	9	10	11	5	4	5	1	17	16	37	4	1	1	0	0	0	0	0	0	0	0	0	0	0	60	45	106	13	6	1	1	0	1	0	0	1	1	0	0	0	0
238	A	101187	Alan Anderson	2014-15	4	11	8	3	5	6	5	2	5	2	4	2	1	2	2	3	1	0	3	2	0	2	1	1	0	5	15	10	5	9	8	9	5	8	4	10	5	5	5	5	7	4	2	8	5	2	4	1	1	1	14	10	26	3	0	0	0	0	0	0	0	0	0	0	0	0	0	35	28	73	10	0	1	0	0	0	1	0	0	1	0	1	0	0
239	A	101198	Will Bynum	2013-14	0	9	31	15	22	8	7	13	7	3	2	0	2	2	2	0	1	5	7	7	10	6	1	2	1	0	24	46	24	38	24	21	26	20	8	7	6	4	3	5	3	2	11	16	23	27	16	7	3	3	0	3	14	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	14	32	5	3	0	0	0	0	1	1	0	0	1	0	0	0
240	A	101236	Charles Hayes	2013-14	3	7	14	4	6	1	5	4	6	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	17	22	12	13	4	13	11	18	7	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	A	101236	Charles Hayes	2014-15	0	2	2	3	3	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	6	4	2	2	3	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242	A	101249	John Lucas III	2013-14	1	2	1	3	1	1	3	2	2	0	2	1	1	1	1	0	1	2	2	2	3	1	4	0	0	1	2	3	3	3	4	7	5	3	1	11	9	2	5	5	3	5	6	7	4	5	4	5	2	0	3	6	7	6	2	0	0	0	1	0	0	0	0	0	0	0	0	17	10	28	19	2	1	1	1	1	0	0	0	0	0	1	0	1
243	A	101249	John Lucas III	2014-15	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	2	0	1	1	1	0	1	0	0	0	0	0	0	1	1	2	0	1	1	0	1	0	0	2	0	3	0	3	3	1	0	4	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5	2	0	1	0	2	0	0	0	0	1	0	0	1	0
244	A	200745	Andrea Bargnani	2013-14	1	5	9	12	17	7	7	9	7	7	4	4	8	6	3	11	10	13	11	9	19	7	4	1	1	2	9	18	21	32	12	18	15	12	16	11	13	13	15	11	17	19	21	29	27	32	13	14	2	1	1	0	4	16	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	65	29	3	0	0	0	0	0	0	0	0	1	0	0
245	A	200745	Andrea Bargnani	2014-15	0	3	1	1	2	0	0	1	1	0	0	0	1	0	0	1	1	0	0	2	1	0	1	0	0	0	3	4	1	2	2	0	1	1	1	1	1	3	1	0	2	2	3	1	3	2	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
246	A	200746	LaMarcus Aldridge	2013-14	4	21	41	34	32	33	31	22	18	11	16	23	26	26	24	21	17	35	40	58	69	30	11	1	0	5	36	57	53	53	52	68	48	44	31	54	49	66	52	66	51	66	71	88	112	152	88	31	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	5	0	2	0	0	0	0	0	0	0	0	0	0
247	A	200746	LaMarcus Aldridge	2014-15	1	15	18	26	35	20	28	17	11	8	10	5	14	18	14	12	11	13	28	25	36	28	20	0	0	1	25	25	39	47	44	53	32	30	22	19	17	31	38	46	28	40	42	57	50	91	70	47	0	0	2	4	3	13	1	2	0	0	0	0	0	0	0	0	0	0	0	2	10	9	27	6	4	1	0	0	0	0	0	0	0	0	0	0
248	A	200748	Tyrus Thomas	2014-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
249	A	200751	Randy Foye	2013-14	3	2	8	20	22	12	14	8	9	2	0	2	2	0	2	4	3	6	2	9	16	11	5	2	5	5	8	19	33	39	22	29	18	21	5	7	4	7	7	4	5	9	14	12	15	31	25	14	9	10	8	23	43	60	30	16	4	2	1	0	1	0	0	0	0	0	0	17	52	100	147	94	43	22	4	6	2	1	0	1	0	0	0	1
250	A	200751	Randy Foye	2014-15	0	0	1	3	4	2	2	0	1	0	0	0	0	0	0	1	0	1	0	0	3	0	0	1	0	0	0	2	5	7	4	4	4	2	0	1	0	0	1	2	3	1	2	0	4	6	2	4	2	2	0	5	8	9	5	3	0	0	0	0	0	0	0	0	0	0	0	1	10	22	27	22	7	4	1	0	0	0	0	0	1	0	0	1
251	A	200752	Rudy Gay	2013-14	3	13	50	28	45	42	40	18	18	22	25	18	17	12	20	11	17	13	16	6	12	5	10	0	3	4	20	72	56	77	82	83	44	43	39	47	31	36	29	41	27	43	39	47	24	29	16	19	3	7	2	6	18	28	5	2	0	0	1	0	0	0	0	0	0	0	0	5	27	47	71	28	5	3	1	1	0	1	1	0	0	0	1	0
252	A	200752	Rudy Gay	2014-15	2	6	20	20	17	16	30	16	17	12	24	20	7	12	16	10	14	11	10	4	8	2	1	2	2	4	7	30	37	33	34	60	36	38	29	39	37	26	21	24	29	28	29	26	23	21	14	5	3	3	1	5	19	14	9	1	2	1	0	0	0	0	0	0	0	0	0	4	22	38	49	25	2	2	1	1	0	0	0	0	0	0	0	1
253	A	200755	JJ Redick	2013-14	1	4	5	9	7	4	4	0	0	0	0	2	1	0	3	2	4	6	9	11	13	13	6	4	0	1	8	9	11	10	6	6	3	5	4	3	4	3	2	7	6	7	9	15	23	23	25	16	6	1	12	15	29	10	4	0	0	1	0	0	0	0	0	0	0	0	0	27	33	74	26	14	2	1	2	1	0	0	2	0	0	0	0	0
254	A	200755	JJ Redick	2014-15	1	7	4	8	7	6	2	2	4	5	0	3	3	1	4	1	6	5	8	15	16	10	14	5	2	1	7	10	11	10	10	8	4	11	8	3	5	6	1	10	4	14	13	15	29	34	25	30	6	3	27	21	35	21	15	3	0	0	0	0	0	0	0	0	0	0	0	52	60	90	49	27	6	1	0	0	0	0	0	0	0	0	0	0
255	A	200756	Hilton Armstrong	2013-14	0	1	1	1	2	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	4	1	0	0	2	0	1	1	0	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256	A	200757	Thabo Sefolosha	2013-14	2	9	13	13	17	7	9	2	0	0	0	0	1	2	2	1	4	1	2	1	3	2	1	0	1	3	13	21	28	22	17	15	5	2	1	3	3	3	2	3	6	6	5	6	5	4	9	3	0	2	12	16	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	25	54	46	23	2	1	0	0	0	0	0	0	0	0	0	0	0
257	A	200757	Thabo Sefolosha	2014-15	1	6	19	12	10	5	4	2	1	0	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	12	26	22	21	8	10	8	2	1	6	2	4	0	2	1	0	1	1	2	0	2	5	0	1	3	7	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	25	15	14	2	0	0	0	0	0	0	0	0	0	0	0	0
258	A	200758	Ronnie Brewer	2013-14	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259	A	200761	Shawne Williams	2013-14	1	2	3	3	2	3	0	2	0	0	0	0	0	1	0	1	0	2	1	2	5	1	0	0	1	1	4	6	5	6	7	1	3	1	0	1	0	0	1	0	1	3	2	3	2	7	1	0	2	4	6	10	5	16	4	1	0	0	0	0	0	0	0	0	0	0	0	15	29	25	39	13	4	0	0	0	0	0	0	1	0	0	0	0
260	A	200761	Shawne Williams	2014-15	0	3	7	3	3	3	3	0	1	0	0	0	0	1	0	0	3	3	3	2	4	1	1	0	0	1	4	8	8	9	6	4	0	2	0	0	0	2	1	4	2	3	6	4	4	10	3	5	0	1	13	13	13	17	3	0	0	0	0	0	0	0	0	0	0	0	0	24	37	32	40	6	4	0	0	0	0	0	0	0	0	0	0	0
261	A	200765	Rajon Rondo	2013-14	0	3	10	13	21	10	12	3	7	1	2	2	1	0	2	0	2	3	4	9	5	3	1	0	0	2	8	16	31	36	21	28	15	16	7	4	3	3	1	2	1	7	6	6	18	15	9	2	0	2	0	6	11	5	1	2	1	0	0	0	0	0	0	0	0	0	0	3	13	33	17	16	5	2	0	1	0	0	0	0	0	0	0	0
262	A	200765	Rajon Rondo	2014-15	1	3	14	23	21	12	14	10	9	6	2	0	1	1	2	2	1	8	7	10	11	2	1	0	0	1	4	21	34	36	27	32	26	24	13	14	1	3	2	3	4	8	13	23	31	36	18	6	1	2	2	5	4	8	1	1	0	0	0	0	0	0	0	0	0	0	0	7	13	21	16	3	1	3	1	0	0	0	0	0	1	0	0	0
263	A	200768	Kyle Lowry	2013-14	2	17	31	35	27	24	18	6	13	14	9	0	5	2	3	3	4	5	8	7	10	4	9	3	3	2	29	45	59	56	45	32	18	27	25	23	11	15	10	12	12	10	7	26	24	29	11	16	12	8	3	14	39	61	39	20	7	2	1	0	0	1	1	0	0	0	0	14	37	86	164	89	55	25	7	4	2	3	1	1	1	1	0	0
264	A	200768	Kyle Lowry	2014-15	1	10	29	31	22	24	18	8	12	5	1	5	10	8	4	5	7	6	10	10	9	11	12	3	2	2	12	44	46	44	50	37	18	19	9	16	15	19	12	13	21	20	14	22	22	29	23	31	12	8	5	9	27	23	21	7	7	0	0	0	0	0	0	0	0	0	0	15	30	80	78	60	25	15	3	2	0	2	0	0	0	0	0	0
265	A	200769	Shannon Brown	2013-14	0	1	6	5	1	1	1	3	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	1	7	7	4	2	3	5	2	0	0	1	0	2	0	2	4	7	6	3	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
266	A	200769	Shannon Brown	2014-15	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0
267	A	200770	Jordan Farmar	2013-14	0	2	10	7	5	1	7	6	5	1	2	3	3	2	0	0	0	0	3	6	1	6	7	2	2	0	6	12	16	14	9	17	13	10	5	9	5	6	6	3	3	4	3	14	10	9	11	12	2	3	3	10	23	20	6	5	0	1	0	0	1	0	0	0	0	0	0	5	22	44	53	19	8	3	1	1	0	1	1	0	0	0	0	1
268	A	200770	Jordan Farmar	2014-15	0	2	0	1	2	2	1	1	1	0	1	0	0	0	0	2	1	0	1	2	4	2	2	0	1	0	4	0	1	4	4	2	2	1	3	1	1	1	2	1	3	1	2	4	4	10	3	4	1	2	0	6	8	11	9	0	0	0	0	0	0	1	0	0	0	0	0	6	11	24	33	18	2	0	1	1	0	0	1	0	0	0	0	0
269	A	200777	Joel Freeland	2013-14	1	7	15	7	10	0	1	3	1	2	4	0	1	2	1	0	2	2	8	8	1	1	0	0	0	3	9	17	15	21	5	2	11	3	5	7	2	4	5	4	3	4	4	11	12	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
270	A	200777	Joel Freeland	2014-15	1	4	6	6	2	4	2	3	1	0	2	1	1	0	1	0	0	2	4	5	0	1	0	0	0	2	8	7	9	8	8	5	5	3	2	2	2	2	1	2	0	2	5	8	10	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271	A	200779	Steve Novak	2013-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	3	2	3	1	2	3	2	3	9	5	18	7	7	5	1	0	0	0	0	0	0	0	0	0	0	20	11	39	16	19	11	4	1	1	0	0	0	0	0	0	0	0
272	A	200779	Steve Novak	2014-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	15	8	1	1	1	0	1	1	0	0	0	0	0	0	0
273	A	200780	Solomon Jones	2013-14	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	2	0	2	1	0	0	0	1	0	0	1	0	3	1	0	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	A	200782	PJ Tucker	2013-14	2	19	30	24	30	22	13	6	8	5	2	0	0	0	4	4	2	1	9	1	3	1	2	0	2	8	34	56	47	51	45	34	17	20	13	7	4	4	4	7	6	9	5	16	6	6	3	8	1	8	32	26	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	79	65	18	10	2	2	1	0	1	0	0	0	0	0	0	0	0
275	A	200782	PJ Tucker	2014-15	3	8	8	6	15	15	11	3	1	2	3	2	2	0	2	2	2	0	1	3	3	2	1	1	3	4	15	11	9	18	29	17	12	4	3	6	4	3	2	4	5	7	2	3	8	8	4	2	1	9	15	17	20	8	1	0	0	0	0	0	0	0	0	0	0	0	0	39	55	47	17	6	2	0	0	1	0	0	0	0	0	0	0	0
276	A	200794	Paul Millsap	2013-14	6	26	58	40	66	38	31	21	14	15	13	15	4	11	5	4	5	5	10	8	5	1	0	0	0	8	46	94	71	108	75	69	41	38	28	32	29	23	25	14	12	20	18	31	19	10	4	3	1	1	2	12	18	41	1	0	0	0	0	1	0	0	0	0	0	0	0	17	23	62	97	2	2	0	0	0	1	0	0	2	1	0	0	0
277	A	200794	Paul Millsap	2014-15	1	20	55	45	43	14	17	11	14	5	11	3	2	3	2	1	8	6	4	5	5	1	0	0	0	2	32	85	78	68	31	35	25	36	18	19	8	10	8	11	5	15	15	15	7	9	4	0	0	1	5	8	11	25	4	0	0	0	0	1	0	0	0	0	0	0	0	7	22	35	78	12	0	0	0	0	1	0	0	0	1	0	0	0
278	A	200797	Ryan Hollins	2013-14	2	6	7	13	5	7	5	1	3	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	2	8	8	16	7	9	7	2	7	0	0	1	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	A	200797	Ryan Hollins	2014-15	0	5	6	4	5	6	2	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	9	6	7	6	4	3	2	1	1	1	0	0	1	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	A	200811	Lou Amundson	2013-14	0	2	3	4	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	5	4	3	0	2	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	A	200811	Lou Amundson	2014-15	1	7	3	2	6	3	8	1	0	1	1	0	0	2	1	0	4	0	0	0	0	0	0	0	0	3	8	7	8	12	8	13	4	6	4	3	1	1	2	2	1	8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	A	200826	Jose Juan Barea	2013-14	2	6	23	26	23	13	15	5	5	5	4	1	5	8	2	4	4	2	4	6	3	7	6	0	1	4	13	43	50	51	31	37	12	15	14	19	8	11	11	8	7	7	8	13	14	12	15	16	1	4	3	6	16	32	11	4	1	0	0	0	0	0	0	0	0	0	0	8	12	57	93	34	15	2	2	2	1	1	1	0	0	0	0	0
283	A	200826	Jose Juan Barea	2014-15	0	6	12	16	16	8	13	7	9	3	2	5	3	1	4	1	1	1	4	1	6	2	1	1	0	1	11	22	22	27	32	20	21	16	14	13	8	9	5	4	2	5	4	10	2	7	8	4	1	2	4	9	15	14	2	0	0	0	0	0	0	0	0	0	0	0	0	8	13	48	38	10	4	1	1	1	0	1	1	2	0	1	0	0
284	A	200839	Michael Harris	2013-14	1	0	3	5	5	0	1	0	0	1	0	1	0	1	1	1	1	0	4	0	3	0	1	0	0	1	0	5	6	6	0	3	0	0	1	0	2	1	2	2	2	7	5	6	2	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	A	201141	Greg Oden	2013-14	0	1	6	9	5	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	12	7	6	3	1	1	2	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286	A	201142	Kevin Durant	2013-14	2	20	37	46	70	60	64	23	32	21	28	17	26	25	22	29	25	30	28	15	11	12	7	3	2	2	22	47	69	92	77	95	42	57	44	57	45	64	61	44	61	73	55	64	43	34	24	12	7	3	2	7	18	108	42	7	2	4	2	0	0	0	0	0	0	0	0	7	13	50	241	124	27	14	5	3	2	1	1	0	0	1	1	0
287	A	201142	Kevin Durant	2014-15	1	7	13	11	15	13	12	5	8	3	6	4	9	6	11	8	6	5	10	6	8	5	0	1	1	1	7	17	12	22	21	19	10	11	7	11	9	12	17	26	14	13	10	23	13	21	6	3	1	2	0	5	7	18	21	6	4	2	1	0	0	0	0	0	0	0	0	2	7	13	49	55	17	11	2	1	0	0	2	0	0	0	0	0
288	A	201143	Al Horford	2013-14	1	17	26	23	16	18	13	5	9	4	4	3	5	0	9	5	4	6	20	22	14	3	0	0	0	2	18	34	28	27	26	21	12	23	13	14	4	7	3	10	13	14	11	39	43	33	6	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
289	A	201143	Al Horford	2014-15	0	13	20	34	39	32	25	13	16	6	7	2	1	2	8	4	10	13	19	33	41	17	1	1	0	0	17	26	45	59	47	52	29	33	13	19	3	4	5	15	11	15	27	41	66	79	37	4	3	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	3	4	1	0	0	0	0	0	0	0	1	0	0	0	0
290	A	201144	Mike Conley	2013-14	0	8	42	42	36	24	17	22	14	15	14	11	5	7	3	2	8	11	20	18	13	14	5	2	4	0	14	60	71	71	43	47	40	34	29	29	26	23	11	9	4	13	20	41	41	37	37	18	6	11	8	10	48	27	9	1	2	0	0	0	0	0	0	0	0	0	0	19	30	112	76	25	9	9	3	0	1	0	0	0	0	0	0	1
291	A	201144	Mike Conley	2014-15	1	2	34	29	25	15	12	7	7	14	13	11	7	5	5	0	1	2	8	7	4	4	4	4	2	1	6	49	48	46	35	28	15	19	22	26	21	25	8	13	2	4	6	19	16	16	19	6	8	9	10	8	39	18	4	0	1	0	1	0	0	0	0	0	0	0	0	19	22	91	42	14	2	3	1	1	0	1	0	1	0	0	1	1
292	A	201145	Jeff Green	2013-14	3	11	27	20	28	37	45	35	21	11	8	4	8	4	8	4	6	6	6	8	10	12	12	7	3	5	17	35	30	44	74	73	67	50	34	23	15	24	11	27	14	21	21	26	23	37	36	38	19	6	4	30	29	35	25	5	2	1	1	0	0	0	1	0	0	1	0	14	71	81	109	56	26	11	5	6	0	2	0	2	1	1	1	1
